2	0.543030	0.000464
0	0.913747	znbzrp
2	0.997578	0.000601
4	0.072294	0.073027
4	0.550815	0.551129
2	0.952453	0.000797
4	0.298768	0.298846
2	0.500833	0.000955
2	0.619740	0.000049
2	0.123083	0.000866
0	0.291517	y
0	0.748054	lhu
4	0.728360	0.729053
4	0.123070	0.123580
0	0.373421	hpqeyc
2	0.673945	0.000938
0	0.497648	c
2	0.901588	0.000296
4	0.771086	0.772026
2	0.632159	0.000070
2	0.570328	0.000814
0	0.470991	gi
0	0.657113	rukgl
4	0.298902	0.299746
2	0.124302	0.000679
2	0.880265	0.000884
0	0.110270	enrlbfoe
4	0.659592	0.660255
0	0.761314	ksm
2	0.953049	0.000452
4	0.359613	0.360525
0	0.015170	dc
4	0.430288	0.430676
2	0.776906	0.000676
0	0.808456	leevbd
0	0.777189	seguh
0	0.122101	zccko
4	0.925749	0.926731
0	0.240677	qsgfm
4	0.475898	0.476702
4	0.733516	0.734291
0	0.070728	uk
4	0.422864	0.422967
0	0.666491	nvdmcpg
0	0.847329	ysqhguz
0	0.261652	rqm
4	0.121057	0.122006
4	0.984605	0.984971
2	0.742109	0.000792
0	0.098350	vvbain
2	0.705820	0.000677
0	0.589786	d
0	0.752291	tbqt
4	0.666560	0.667217
2	0.888729	0.000381
4	0.312488	0.313389
2	0.169998	0.000271
0	0.440622	rbw
2	0.864418	0.000607
4	0.235429	0.236213
4	0.285347	0.286129
2	0.242154	0.000326
2	0.415565	0.000668
2	0.440593	0.000090
0	0.381062	cld
4	0.394631	0.394907
2	0.170900	0.000198
4	0.605982	0.606043
4	0.802820	0.803494
4	0.175761	0.176211
0	0.060347	gyufct
2	0.873433	0.000110
4	0.678509	0.679402
2	0.703773	0.000344
0	0.657458	ue
0	0.612375	xgpkopy
2	0.759324	0.000088
0	0.007006	mrf
4	0.432373	0.432745
2	0.546482	0.000891
2	0.138818	0.000033
4	0.720730	0.721146
0	0.638239	jdb
0	0.900284	joflerio
2	0.883528	0.000814
2	0.831731	0.000424
2	0.276737	0.000455
0	0.272220	lyd
2	0.972089	0.000021
0	0.324673	nfvyk
4	0.868214	0.868579
2	0.136930	0.000479
4	0.646522	0.647202
2	0.504209	0.000378
2	0.094918	0.000291
2	0.827848	0.000101
2	0.505508	0.000826
2	0.192053	0.000555
2	0.978985	0.000713
0	0.421192	ftrqfkd
0	0.292074	mungxxb
4	0.966938	0.967041
2	0.078466	0.000249
2	0.015637	0.000547
4	0.941028	0.941369
4	0.894792	0.894940
0	0.112487	daoe
4	0.286759	0.287476
2	0.560544	0.000051
2	0.356638	0.000038
2	0.907948	0.000774
2	0.192263	0.000151
2	0.520735	0.000567
2	0.822212	0.000364
2	0.639399	0.000904
0	0.184067	kugkqjl
0	0.097335	wlfqesjd
2	0.170673	0.000124
2	0.706765	0.000365
4	0.337032	0.337256
0	0.495381	vghj
4	0.395983	0.396773
0	0.168128	qzczgn
2	0.759946	0.000926
0	0.881455	y
4	0.478370	0.479344
4	0.835097	0.835722
4	0.742172	0.742804
4	0.224802	0.224990
0	0.025159	cbe
2	0.773752	0.000380
0	0.751368	b
4	0.163951	0.164308
2	0.586736	0.000210
0	0.312762	iyrwex
4	0.420271	0.421239
0	0.531864	wnucpgdj
4	0.004166	0.004350
0	0.449730	vy
4	0.379618	0.380025
4	0.411563	0.411721
2	0.772616	0.000278
4	0.794761	0.795413
2	0.378890	0.000678
0	0.668100	pow
2	0.946686	0.000336
2	0.520212	0.000286
2	0.355348	0.000404
4	0.721568	0.722055
2	0.773659	0.000706
2	0.767332	0.000066
2	0.606411	0.000293
4	0.011461	0.012368
0	0.139549	nxngy
2	0.095669	0.000244
0	0.853006	nmu
2	0.492197	0.000520
4	0.629936	0.630724
0	0.194914	vxcns
4	0.660293	0.660573
2	0.477495	0.000876
4	0.562278	0.563042
4	0.114730	0.115415
4	0.164749	0.164765
0	0.629488	yme
0	0.733119	pw
0	0.364103	xift
2	0.702059	0.000703
4	0.990363	0.990905
0	0.668896	ypdqow
0	0.304969	cb
2	0.544945	0.000571
4	0.114218	0.114631
0	0.307933	tkc
4	0.262669	0.263387
2	0.565332	0.000027
4	0.978351	0.979317
2	0.317471	0.000783
4	0.058668	0.059217
0	0.701747	vgnyhfs
2	0.388250	0.000669
2	0.902784	0.000036
2	0.739988	0.000300
4	0.002898	0.002996
4	0.793521	0.794250
0	0.854415	m
2	0.097794	0.000486
0	0.141965	ipkh
4	0.753724	0.753867
2	0.726653	0.000622
2	0.994304	0.000468
4	0.777995	0.778435
0	0.947700	jgmofy
0	0.913382	ewb
2	0.751827	0.000104
0	0.828878	meqiubo
0	0.934323	ag
2	0.314134	0.000127
0	0.582774	ktqj
4	0.872246	0.872448
0	0.450235	ewjes
4	0.916089	0.916446
4	0.923125	0.923730
0	0.497500	lybjwdgf
4	0.043306	0.043436
4	0.779311	0.779574
4	0.392288	0.393177
2	0.884966	0.000307
0	0.080031	ntoppt
0	0.983162	jh
0	0.542040	ytporf
0	0.033112	tinvjysv
4	0.693710	0.694311
4	0.757717	0.757932
4	0.569390	0.569880
0	0.263804	qh
4	0.401582	0.401717
0	0.114367	qov
2	0.173136	0.000754
2	0.339849	0.000876
4	0.274760	0.274953
0	0.574431	imsjjqtn
2	0.028354	0.000981
2	0.823334	0.000904
2	0.300902	0.000212
4	0.967416	0.967837
4	0.821005	0.821926
2	0.967443	0.000269
4	0.902624	0.903435
2	0.901842	0.000013
4	0.411361	0.411740
0	0.645188	emb
0	0.113933	hjbk
0	0.255361	nxdgl
0	0.478042	khemd
0	0.900437	g
0	0.503279	pdd
2	0.137984	0.000487
4	0.073285	0.074066
4	0.321968	0.322867
0	0.180501	rcersa
4	0.671594	0.671779
0	0.842541	tzenhtyu
0	0.052301	iefaxkq
2	0.174738	0.000148
4	0.677400	0.678299
0	0.401011	ugg
2	0.349863	0.000346
2	0.254891	0.000025
2	0.843325	0.000264
0	0.776995	ukxde
4	0.426510	0.427323
2	0.115732	0.000743
